factor_name,group,subgroup,short_description,doc_id
EqPurchGr%PYQ,Cash Flow Statement,Financing,"Equity Purchased, Q vs 1 year ago Q Growth",935
EqPurchGr%TTM,Cash Flow Statement,Financing,"Equity Purchased, Trailing Twelve Months Growth",935
EqPurchPQ,Cash Flow Statement,Financing,"Equity Purchased, Previous Quarter",935
EqPurchPSA,Cash Flow Statement,Financing,"Equity Purchased, Annual Per Share",935
EqPurchPSQ,Cash Flow Statement,Financing,"Equity Purchased, Quarterly Per Share",935
EqPurchPTM,Cash Flow Statement,Financing,"Equity Purchased, Previous Trailing 12 Months",935
EqPurchPY,Cash Flow Statement,Financing,"Equity Purchased, Previous Year",935
EqPurchPYQ,Cash Flow Statement,Financing,"Equity Purchased, Previous Quarter 1 Year Ago",935
EqPurchQ,Cash Flow Statement,Financing,"Equity Purchased, Latest Quarter",935
EqPurchRegEstANN,Cash Flow Statement,Financing,"Equity Purchased, Ten Year Regression Estimate",935
EqPurchRegEstTTM,Cash Flow Statement,Financing,"Equity Purchased, Five Year Regression Estimate",935
EqPurchRegGr%ANN,Cash Flow Statement,Financing,"Equity Purchased, Ten Year Regression Estimate",935
EqPurchRegGr%TTM,Cash Flow Statement,Financing,"Equity Purchased, Five Year Regression Growth",935
EqPurchRSD%ANN,Cash Flow Statement,Financing,"Equity Purchased, Ten Year Relative Standard Deviation",935
EqPurchRSD%TTM,Cash Flow Statement,Financing,"Equity Purchased, Five Year Relative Standard Deviation",935
EqPurchTTM,Cash Flow Statement,Financing,"Equity Purchased, Trailing 12 Months",935
Acquis%AssetsA,Cash Flow Statement,Investing,"Acquisitions, % of Annual Assets",922
Acquis%AssetsQ,Cash Flow Statement,Investing,"Acquisitions, % of Quarterly Assets",922
Acquis%SalesA,Cash Flow Statement,Investing,"Acquisitions, % of Annual Sales",922
Acquis%SalesQ,Cash Flow Statement,Investing,"Acquisitions, % of Quarterly Sales",922
Acquis3YAvg,Cash Flow Statement,Investing,"Acquisitions, Three Year Average",922
Acquis5YAvg,Cash Flow Statement,Investing,"Acquisitions, Five Year Average",922
AcquisA,Cash Flow Statement,Investing,"Acquisitions, Latest Year",922
AcquisGr%10Y,Cash Flow Statement,Investing,"Acquisitions, Ten Year Annualized Growth",922
AcquisGr%3Y,Cash Flow Statement,Investing,"Acquisitions, Three Year Annualized Growth",922
AcquisGr%5Y,Cash Flow Statement,Investing,"Acquisitions, Five Year Annualized Growth",922
AcquisGr%A,Cash Flow Statement,Investing,"Acquisitions, Growth Annual",922
AcquisGr%PQ,Cash Flow Statement,Investing,"Acquisitions, Q vs Previous Q Growth",922
AcquisGr%PQTTM,Cash Flow Statement,Investing,"Acquisitions, Trailing Twelve Months Growth 1Q Ago",922
AcquisGr%PYQ,Cash Flow Statement,Investing,"Acquisitions, Q vs 1 year ago Q Growth",922
AcquisGr%TTM,Cash Flow Statement,Investing,"Acquisitions, Trailing Twelve Months Growth",922
AcquisPQ,Cash Flow Statement,Investing,"Acquisitions, Previous Quarter",922
AcquisPSA,Cash Flow Statement,Investing,"Acquisitions, Annual Per Share",922
AcquisPSQ,Cash Flow Statement,Investing,"Acquisitions, Quarterly Per Share",922
AcquisPTM,Cash Flow Statement,Investing,"Acquisitions, Previous Trailing 12 Months",922
AcquisPY,Cash Flow Statement,Investing,"Acquisitions, Previous Year",922
AcquisPYQ,Cash Flow Statement,Investing,"Acquisitions, Previous Quarter 1 Year Ago",922
AcquisQ,Cash Flow Statement,Investing,"Acquisitions, Latest Quarter",922
AcquisRegEstANN,Cash Flow Statement,Investing,"Acquisitions, Ten Year Regression Estimate",922
AcquisRegEstTTM,Cash Flow Statement,Investing,"Acquisitions, Five Year Regression Estimate",922
AcquisRegGr%ANN,Cash Flow Statement,Investing,"Acquisitions, Ten Year Regression Estimate",922
AcquisRegGr%TTM,Cash Flow Statement,Investing,"Acquisitions, Five Year Regression Growth",922
AcquisRSD%ANN,Cash Flow Statement,Investing,"Acquisitions, Ten Year Relative Standard Deviation",922
AcquisRSD%TTM,Cash Flow Statement,Investing,"Acquisitions, Five Year Relative Standard Deviation",922
AcquisTTM,Cash Flow Statement,Investing,"Acquisitions, Trailing 12 Months",922
CapEx%AssetsA,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), % of Annual Assets",923
CapEx%AssetsQ,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), % of Quarterly Assets",923
CapEx%SalesA,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), % of Annual Sales",923
CapEx%SalesQ,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), % of Quarterly Sales",923
CapEx3YAvg,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Three Year Average",923
CapEx5YAvg,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Five Year Average",923
CapExA,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Latest Year",923
CapExGr%10Y,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Ten Year Annualized Growth",923
CapExGr%3Y,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Three Year Annualized Growth",923
CapExGr%5Y,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Five Year Annualized Growth",923
CapExGr%A,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Growth Annual",923
CapExGr%PQ,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Q vs Previous Q Growth",923
CapExGr%PQTTM,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Trailing Twelve Months Growth 1Q Ago",923
CapExGr%PYQ,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Q vs 1 year ago Q Growth",923
CapExGr%TTM,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Trailing Twelve Months Growth",923
CapExPQ,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Previous Quarter",923
CapExPSA,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Annual Per Share",923
CapExPSQ,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Quarterly Per Share",923
CapExPTM,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Previous Trailing 12 Months",923
CapExPY,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Previous Year",923
CapExPYQ,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Previous Quarter 1 Year Ago",923
CapExQ,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Latest Quarter",923
CapExRegEstANN,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Ten Year Regression Estimate",923
CapExRegEstTTM,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Five Year Regression Estimate",923
CapExRegGr%ANN,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Ten Year Regression Estimate",923
CapExRegGr%TTM,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Five Year Regression Growth",923
CapExRSD%ANN,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Ten Year Relative Standard Deviation",923
CapExRSD%TTM,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Five Year Relative Standard Deviation",923
CapExTTM,Cash Flow Statement,Investing,"Capital Expenditures (CapEx), Trailing 12 Months",923
CashFrInvest%AssetsA,Cash Flow Statement,Investing,"Cash from Investing, % of Annual Assets",925
CashFrInvest%AssetsQ,Cash Flow Statement,Investing,"Cash from Investing, % of Quarterly Assets",925
CashFrInvest%SalesA,Cash Flow Statement,Investing,"Cash from Investing, % of Annual Sales",925
CashFrInvest%SalesQ,Cash Flow Statement,Investing,"Cash from Investing, % of Quarterly Sales",925
CashFrInvest3YAvg,Cash Flow Statement,Investing,"Cash from Investing, Three Year Average",925
CashFrInvest5YAvg,Cash Flow Statement,Investing,"Cash from Investing, Five Year Average",925
CashFrInvestA,Cash Flow Statement,Investing,"Cash from Investing, Latest Year",925
CashFrInvestGr%10Y,Cash Flow Statement,Investing,"Cash from Investing, Ten Year Annualized Growth",925
CashFrInvestGr%3Y,Cash Flow Statement,Investing,"Cash from Investing, Three Year Annualized Growth",925
CashFrInvestGr%5Y,Cash Flow Statement,Investing,"Cash from Investing, Five Year Annualized Growth",925
CashFrInvestGr%A,Cash Flow Statement,Investing,"Cash from Investing, Growth Annual",925
CashFrInvestGr%PQ,Cash Flow Statement,Investing,"Cash from Investing, Q vs Previous Q Growth",925
CashFrInvestGr%PQTTM,Cash Flow Statement,Investing,"Cash from Investing, Trailing Twelve Months Growth 1Q Ago",925
CashFrInvestGr%PYQ,Cash Flow Statement,Investing,"Cash from Investing, Q vs 1 year ago Q Growth",925
CashFrInvestGr%TTM,Cash Flow Statement,Investing,"Cash from Investing, Trailing Twelve Months Growth",925
CashFrInvestPQ,Cash Flow Statement,Investing,"Cash from Investing, Previous Quarter",925
CashFrInvestPSA,Cash Flow Statement,Investing,"Cash from Investing, Annual Per Share",925
CashFrInvestPSQ,Cash Flow Statement,Investing,"Cash from Investing, Quarterly Per Share",925
CashFrInvestPTM,Cash Flow Statement,Investing,"Cash from Investing, Previous Trailing 12 Months",925
CashFrInvestPY,Cash Flow Statement,Investing,"Cash from Investing, Previous Year",925
CashFrInvestPYQ,Cash Flow Statement,Investing,"Cash from Investing, Previous Quarter 1 Year Ago",925
CashFrInvestQ,Cash Flow Statement,Investing,"Cash from Investing, Latest Quarter",925
CashFrInvestRegEstANN,Cash Flow Statement,Investing,"Cash from Investing, Ten Year Regression Estimate",925
CashFrInvestRegEstTTM,Cash Flow Statement,Investing,"Cash from Investing, Five Year Regression Estimate",925
CashFrInvestRegGr%ANN,Cash Flow Statement,Investing,"Cash from Investing, Ten Year Regression Estimate",925
CashFrInvestRegGr%TTM,Cash Flow Statement,Investing,"Cash from Investing, Five Year Regression Growth",925
CashFrInvestRSD%ANN,Cash Flow Statement,Investing,"Cash from Investing, Ten Year Relative Standard Deviation",925
CashFrInvestRSD%TTM,Cash Flow Statement,Investing,"Cash from Investing, Five Year Relative Standard Deviation",925
CashFrInvestTTM,Cash Flow Statement,Investing,"Cash from Investing, Trailing 12 Months",925
Divest%AssetsA,Cash Flow Statement,Investing,"Divestitures, % of Annual Assets",932
Divest%AssetsQ,Cash Flow Statement,Investing,"Divestitures, % of Quarterly Assets",932
Divest%SalesA,Cash Flow Statement,Investing,"Divestitures, % of Annual Sales",932
Divest%SalesQ,Cash Flow Statement,Investing,"Divestitures, % of Quarterly Sales",932
Divest3YAvg,Cash Flow Statement,Investing,"Divestitures, Three Year Average",932
Divest5YAvg,Cash Flow Statement,Investing,"Divestitures, Five Year Average",932
DivestA,Cash Flow Statement,Investing,"Divestitures, Latest Year",932
DivestGr%10Y,Cash Flow Statement,Investing,"Divestitures, Ten Year Annualized Growth",932
DivestGr%3Y,Cash Flow Statement,Investing,"Divestitures, Three Year Annualized Growth",932
DivestGr%5Y,Cash Flow Statement,Investing,"Divestitures, Five Year Annualized Growth",932
DivestGr%A,Cash Flow Statement,Investing,"Divestitures, Growth Annual",932
DivestGr%PQ,Cash Flow Statement,Investing,"Divestitures, Q vs Previous Q Growth",932
DivestGr%PQTTM,Cash Flow Statement,Investing,"Divestitures, Trailing Twelve Months Growth 1Q Ago",932
DivestGr%PYQ,Cash Flow Statement,Investing,"Divestitures, Q vs 1 year ago Q Growth",932
DivestGr%TTM,Cash Flow Statement,Investing,"Divestitures, Trailing Twelve Months Growth",932
DivestPQ,Cash Flow Statement,Investing,"Divestitures, Previous Quarter",932
DivestPSA,Cash Flow Statement,Investing,"Divestitures, Annual Per Share",932
DivestPSQ,Cash Flow Statement,Investing,"Divestitures, Quarterly Per Share",932
DivestPTM,Cash Flow Statement,Investing,"Divestitures, Previous Trailing 12 Months",932
DivestPY,Cash Flow Statement,Investing,"Divestitures, Previous Year",932
DivestPYQ,Cash Flow Statement,Investing,"Divestitures, Previous Quarter 1 Year Ago",932
DivestQ,Cash Flow Statement,Investing,"Divestitures, Latest Quarter",932
DivestRegEstANN,Cash Flow Statement,Investing,"Divestitures, Ten Year Regression Estimate",932
DivestRegEstTTM,Cash Flow Statement,Investing,"Divestitures, Five Year Regression Estimate",932
DivestRegGr%ANN,Cash Flow Statement,Investing,"Divestitures, Ten Year Regression Estimate",932
DivestRegGr%TTM,Cash Flow Statement,Investing,"Divestitures, Five Year Regression Growth",932
DivestRSD%ANN,Cash Flow Statement,Investing,"Divestitures, Ten Year Relative Standard Deviation",932
DivestRSD%TTM,Cash Flow Statement,Investing,"Divestitures, Five Year Relative Standard Deviation",932
DivestTTM,Cash Flow Statement,Investing,"Divestitures, Trailing 12 Months",932
InvstOther%AssetsA,Cash Flow Statement,Investing,"Other Investing Cash Flow, % of Annual Assets",937
InvstOther%AssetsQ,Cash Flow Statement,Investing,"Other Investing Cash Flow, % of Quarterly Assets",937
InvstOther%SalesA,Cash Flow Statement,Investing,"Other Investing Cash Flow, % of Annual Sales",937
InvstOther%SalesQ,Cash Flow Statement,Investing,"Other Investing Cash Flow, % of Quarterly Sales",937
InvstOther3YAvg,Cash Flow Statement,Investing,"Other Investing Cash Flow, Three Year Average",937
InvstOther5YAvg,Cash Flow Statement,Investing,"Other Investing Cash Flow, Five Year Average",937
InvstOtherA,Cash Flow Statement,Investing,"Other Investing Cash Flow, Latest Year",937
InvstOtherGr%10Y,Cash Flow Statement,Investing,"Other Investing Cash Flow, Ten Year Annualized Growth",937
InvstOtherGr%3Y,Cash Flow Statement,Investing,"Other Investing Cash Flow, Three Year Annualized Growth",937
InvstOtherGr%5Y,Cash Flow Statement,Investing,"Other Investing Cash Flow, Five Year Annualized Growth",937
InvstOtherGr%A,Cash Flow Statement,Investing,"Other Investing Cash Flow, Growth Annual",937
InvstOtherGr%PQ,Cash Flow Statement,Investing,"Other Investing Cash Flow, Q vs Previous Q Growth",937
InvstOtherGr%PQTTM,Cash Flow Statement,Investing,"Other Investing Cash Flow, Trailing Twelve Months Growth 1Q Ago",937
InvstOtherGr%PYQ,Cash Flow Statement,Investing,"Other Investing Cash Flow, Q vs 1 year ago Q Growth",937
InvstOtherGr%TTM,Cash Flow Statement,Investing,"Other Investing Cash Flow, Trailing Twelve Months Growth",937
InvstOtherPQ,Cash Flow Statement,Investing,"Other Investing Cash Flow, Previous Quarter",937
InvstOtherPSA,Cash Flow Statement,Investing,"Other Investing Cash Flow, Annual Per Share",937
InvstOtherPSQ,Cash Flow Statement,Investing,"Other Investing Cash Flow, Quarterly Per Share",937
InvstOtherPTM,Cash Flow Statement,Investing,"Other Investing Cash Flow, Previous Trailing 12 Months",937
InvstOtherPY,Cash Flow Statement,Investing,"Other Investing Cash Flow, Previous Year",937
InvstOtherPYQ,Cash Flow Statement,Investing,"Other Investing Cash Flow, Previous Quarter 1 Year Ago",937
InvstOtherQ,Cash Flow Statement,Investing,"Other Investing Cash Flow, Latest Quarter",937
InvstOtherRegEstANN,Cash Flow Statement,Investing,"Other Investing Cash Flow, Ten Year Regression Estimate",937
InvstOtherRegEstTTM,Cash Flow Statement,Investing,"Other Investing Cash Flow, Five Year Regression Estimate",937
InvstOtherRegGr%ANN,Cash Flow Statement,Investing,"Other Investing Cash Flow, Ten Year Regression Estimate",937
InvstOtherRegGr%TTM,Cash Flow Statement,Investing,"Other Investing Cash Flow, Five Year Regression Growth",937
InvstOtherRSD%ANN,Cash Flow Statement,Investing,"Other Investing Cash Flow, Ten Year Relative Standard Deviation",937
InvstOtherRSD%TTM,Cash Flow Statement,Investing,"Other Investing Cash Flow, Five Year Relative Standard Deviation",937
InvstOtherTTM,Cash Flow Statement,Investing,"Other Investing Cash Flow, Trailing 12 Months",937
AccruedExp%AssetsA,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), % of Annual Assets",1336
AccruedExp%AssetsQ,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), % of Quarterly Assets",1336
AccruedExp%SalesA,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), % of Annual Sales",1336
AccruedExp%SalesQ,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), % of Quarterly Sales",1336
AccruedExp3YAvg,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Three Year Average",1336
AccruedExp5YAvg,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Five Year Average",1336
AccruedExpA,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Latest Year",1336
AccruedExpGr%10Y,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Ten Year Annualized Growth",1336
AccruedExpGr%3Y,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Three Year Annualized Growth",1336
AccruedExpGr%5Y,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Five Year Annualized Growth",1336
AccruedExpGr%A,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Growth Annual",1336
AccruedExpGr%PQ,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Q vs Previous Q Growth",1336
AccruedExpGr%PQTTM,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Trailing Twelve Months Growth 1Q Ago",1336
AccruedExpGr%PYQ,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Q vs 1 year ago Q Growth",1336
AccruedExpGr%TTM,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Trailing Twelve Months Growth",1336
AccruedExpPQ,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Previous Quarter",1336
AccruedExpPSA,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Annual Per Share",1336
AccruedExpPSQ,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Quarterly Per Share",1336
AccruedExpPTM,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Previous Trailing 12 Months",1336
AccruedExpPY,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Previous Year",1336
AccruedExpPYQ,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Previous Quarter 1 Year Ago",1336
AccruedExpQ,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Latest Quarter",1336
AccruedExpRegEstANN,Cash Flow Statement,Operating,"Change to Accrued Liabilities (Accrued Expenses), Ten Year Regression Estimate",1336
